O95848 P28331
Q9BZR8 Q96DV4
Q9BZD4 P03886
Q4G0J3 Q9DAS9
P49715 O95631
Q9Y250 Q8WUM0
P51398 Q13247
P51398 Q15149
P26639 P40305
Q96GC5 P62266
Q9Y3U8 P04554
P23025 Q07812
Q16822 Q921E6
P50553 Q96G01
P40938 P60520
Q8NBJ4 P63322
Q9H0A0 Q16643
P62318 P51553
P14598 Q9Y2R5
O15231 Q9C005
O43463 Q61337
P53667 P03928
P53680 Q8N2W9
Q9NPG3 P62917
Q96II8 Q13263
P60468 O14965
Q13823 P48524
Q13387 P55317
O95793 P18847
P17661 O14653
P35249 P00558
O75570 Q9BX70
P36507 Q8N4T8
O60238 Q9UN36
Q01082 P24863
Q9HCC0 P55884
P48730 Q9Y3E5
Q96RI1 P35241
O00308 P41146
Q9NZJ6 P39429
O60264 P67936
Q9NQZ2 Q9H7Z7
P08651 P80314
P16403 P26038
Q96BD6 Q96RI1
Q92665 Q9BQA5
Q7L0Q8 Q92947
O15228 P53992
Q9UHN1 Q9EP53
P00966 Q96RI1
Q00325 Q9UKM9
Q8TCG1 P62806
Q9Y676 O14974
Q9GZT9 P05141
P13674 Q9H361
Q07866 Q9NQ50
Q5JTZ9 Q53EL6
P15104 Q9UJW9
Q2NL82 Q9UHD8
Q5T215 Q71F56
Q9BQS6 Q9BXH1
Q13188 P82914
P61964 Q9NPP4
P50416 P43686
Q9UPP1 P50416
Q9Y2X0 P04075
P70365 Q60803
O00743 Q86VM9
P35606 Q9H8H0
Q9UK58 Q9NWB7
O95864 Q96QF0
A5A3E0 Q6P1Q0
Q16548 Q9UL03
O75306 Q6QNY1
Q8N568 P51965
P68104 Q92843
Q9NQG5 P40925
Q9NPI1 Q9WUA5
Q9Y2S7 P13804
Q5SSJ5 P25054
Q6NZY4 P40616
Q9Y6N5 P23771
P22455 Q13595
P15407 Q9H4A6
P68371 Q01130
P41240 P16615
Q05193 P10606
P46531 Q13439
Q02956 P82914
Q9BZK7 Q9HCK5
P62820 Q96BD5
P08518 Q02956
Q9NQ75 Q9P0L0
Q9H9L3 O00178
Q92748 Q16718
P53762 Q15173
Q8N983 Q8NI36
O95232 P63104
Q6P587 P18847
O75460 O75928
Q96I59 Q96SB4
Q5T215 P53675
Q969P5 Q9Y3E5
P70336 Q9NQ50
Q9UBW7 Q9JJ66
Q9HCS4 Q7Z4L5
Q14980 Q709F0
Q6UB98 Q92625
Q9NY65 Q9UKF6
P60484 Q96DA6
Q96SU4 Q9NZM3
P16157 P43243
Q9UIJ7 Q5VYK3
Q99959 Q9Y2R9
P41240 Q92667
O00212 P56545
Q9BZE1 Q9NQC7
Q8NBB4 O09118
Q8TE76 Q9BXH1
O60812 Q8IZ21
P26045 Q9HB07
P55809 P38936
Q9NUN7 P62191
P09217 Q9BQ39
P0C0S8 P00181
Q9BUE0 O94826
Q8WUA4 Q04759
Q15678 P63038
P12074 Q9Y3B4
P21359 P39054
Q9NYL2 P41350
Q9UHR5 Q8IWT3
P26368 P36542
Q9Y5Y0 P28749
P28715 P21673
Q93050 Q96JB3
Q92621 P35125
Q16740 Q9GZQ8
O60306 Q96SI9
Q15139 Q9BXH1
O75390 Q8N5L8
P23771 Q61097
O15084 Q8NCN5
P35250 O76080
Q9UJS0 O00566
P63172 Q9ERS2
P13405 Q9BZQ6
Q9C035 O75648
Q8BH43 O00483
P12074 P35700
P17480 Q6P1Q0
Q9NV92 Q9P1Z0
Q5VV67 Q9Y6N5
Q61221 P82663
Q8N344 Q9UBS4
Q9NPL8 Q8IWJ2
Q13547 P78371
O15228 Q8TBY9
Q06831 P55809
O75794 P51571
P62081 Q92794
Q8WU17 Q9H9D4
Q86YS6 P32657
P18847 O43557
Q9JIW9 Q9HCG8
O75964 P31943
P25705 Q9UBC2
P60709 Q9HCC0
A7E2F4 Q13247
P07951 P25208
P82663 Q53EL6
P35269 P32883
Q9P035 P06241
Q14999 Q49A26
O35654 P09001
P10916 O15084
Q13310 Q9BRL6
Q9C005 Q15005
Q10570 Q06830
O00483 P35240
O75563 P54278
P30038 Q14764
Q9HAJ7 Q96DV4
P20226 Q14160
Q8WYQ5 Q8N1E6
Q6NZY4 Q86WH2
Q9NXX6 P62330
Q15723 P13693
Q99873 P16234
Q13573 Q9BQI0
P18847 Q80TQ2
O60812 Q9JMH9
P21802 Q9NVU7
Q9P219 O75110
Q9UBS8 Q9NRY6
P62701 P13196
Q8IYU2 P82675
Q60737 P35831
P36507 Q9BWG4
Q9H4Z2 Q13724
Q15022 Q8TCJ2
Q9UBQ0 P24864
P11404 Q96JP5
Q8WXE9 Q96G01
O43395 Q969Q0
O00470 Q9Y3E5
Q9P013 Q13191
O35904 P55081
O88974 Q99613
O43593 Q07866
O43464 P07910
P46199 Q9H0S4
Q8TBX8 O43439
Q7KRW1 Q923E4
P15311 Q12888
P52739 P49448
Q13435 P42684
P24863 Q8IX12
Q69YQ0 Q06505
Q9Y6M1 Q16740
Q0JRZ9 Q9BZQ6
P41182 Q922H1
P20226 P16949
P25815 Q96GC5
P41240 Q9Y4A5
Q96GM5 P09958
P25705 Q96N77
Q12983 Q61324
P18850 Q96QB1
O95168 O95373
P12830 Q99LI8
O14497 Q92616
P68433 Q16584
Q9BWJ5 Q7Z7A1
P56545 Q02952
Q9UH92 Q9BYC9
Q96QR8 P20029
P43307 Q16531
P12074 P59941
Q3BBV2 P24863
Q8BTI9 Q7KRW1
P35520 O75110
Q8N1E6 P55055
P63261 Q9H0J9
Q12852 O55081
P62854 O75570
Q04609 P82663
Q9BRK5 Q9Y2X0
P03886 Q8WYK2
P51648 P41182
O60783 P14724
Q96RL1 Q96KP4
Q8TDD1 Q8TBX8
Q9H3D4 O75746
P39656 Q14676
P18847 Q60855
P04233 P11310
P51813 Q9HCC0
P18031 O43719
Q68DY1 P63172
P63013 Q99832
A5A3E0 Q9NV92
Q9BQ69 Q9BT40
Q9UID3 Q961D9
Q9H944 O14734
Q08117 P15104
Q8T0S6 Q8CGN4
Q9P0M9 Q00341
Q969Q0 Q13547
P49207 P09958
P05412 O14745
Q8R516 O14777
Q15438 Q99814
Q00325 P05413
O75648 P14868
Q9UDW1 P49137
P98175 Q9EP53
Q99963 Q9NVI7
P46199 P41350
Q29554 Q96G01
O95782 Q04837
Q9BRL6 P36888
P82921 Q92878
O95782 P55795
P18858 Q13423
P36888 O95619
O60942 P02549
O15372 Q9NR28
Q6P1Q0 P83916
Q9ESJ4 Q08378
O60907 O75964
O75323 Q9BVJ6
Q04837 Q13526
P83881 P16104
Q99567 O15231
O76041 Q96EE3
P45954 Q9Y623
Q9H4Z2 Q9BYD2
Q03135 Q13188
Q96I24 Q9JJ66
P47753 Q9P0M9
Q9BTC8 Q05193
Q96HS1 Q9Y294
P06576 P49736
P39054 P05166
P42932 P19139
Q96P70 Q9NQ50
P68254 Q6VMQ6
Q14526 Q99683
Q13546 Q8N0S2
O95361 P23771
Q6P1Q0 Q8TAU0
P35831 Q00577
Q9NZQ3 P08559
O76021 P51790
P60763 O00198
O14818 Q8N2F6
P36888 P41738
Q86TI0 Q155Q3
Q80TQ2 Q15910
Q9UQ35 P17182
Q5K651 P09803
O15027 P35189
P55735 Q9BYC9
Q9H0A0 O00506
Q7L5Y6 Q14134
P51398 P51532
Q14683 Q99643
P61962 Q12983
Q9BQA5 P49710
P16415 Q96KW9
Q9H7Z7 Q9BQ69
P09769 Q5T8A7
Q9HD43 Q92754
P55809 O95785
Q99757 P46087
P08621 P83881
Q62383 P55884
P62258 P51970
P11182 Q60737
Q15005 Q8TF76
P62879 P54278
Q61188 Q3U6Q4
Q96SU4 P08559
Q9UBJ2 P55345
Q14669 P05198
P06576 Q91XC0
Q8N488 P55084
Q9NR28 P51532
Q9BVJ6 Q12834
Q9Z272 P18085
Q14444 Q9NR28
Q13438 Q8CBW3
Q9C0J8 Q13347
P25325 P18846
P46531 Q9Y6F6
Q9UJ41 Q08170
Q9H1E3 Q92552
Q8N983 Q8TAQ2
P46939 Q03111
Q68DK7 Q9H4B7
Q13435 Q9JM54
P01108 Q9UHB6
P62273 Q08945
P18858 Q15173
Q9BZR8 Q5T1J5
Q9UJ41 Q15386
O14745 O95299
Q14526 Q16718
P28331 Q9H8H0
P48736 P51825
Q9UJ41 Q9BZE4
Q07065 O96017
Q64701 Q99784
P05064 Q16740
Q96RI1 P82914
Q92615 Q9NRY6
Q9BZD4 Q16762
P78358 O75182
A7E2F4 Q8NFT6
Q99848 P50991
P50213 P62854
P35611 P46013
Q9P2K3 Q9UHD8
P40305 Q04759
Q3UHC2 Q14526
Q8N5L8 Q155Q3
Q08379 P35250
O75821 Q9UID3
P62879 Q9BZD4
Q92506 Q96RU7
Q99798 O14733
O43390 O75110
Q96EE3 Q92572
Q99LI8 Q15424
P10809 O75582
Q12933 Q99496
Q92506 P56192
P27449 Q8IZL8
O15105 P61619
P00181 Q00839
Q08509 Q709F0
P82673 Q24564
Q96DI7 P62330
Q53GS9 Q9BTT6
Q71F56 Q13042
O00198 Q9Y248
P36776 P48059
Q9DBR7 Q92733
Q64010 Q08117
Q9UKK9 Q16698
Q5JTW2 P41161
P49792 Q9BRT2
P61982 Q1KMD3
Q29554 Q14493
Q9UGM6 Q9UN36
Q9Y2R5 O76021
Q05193 Q8WTS6
Q13114 Q5SY16
P51398 Q06787
Q8N5L8 P42932
Q61553 Q99942
P12755 Q9NSD9
Q9Y3B4 Q9NYJ8
P37058 A7E2F4
P16403 P61586
Q8TDN6 Q3U0D9
Q06830 Q08117
P51153 Q96RU7
P04843 Q8N2Y8
Q96GC5 P52480
P53680 Q96IX5
Q96I51 Q70SY1
P35831 Q9Y2R4
Q13459 Q9BZK7
P50749 Q9NX20
O75475 Q8K4K3
Q9Y5J1 P11233
Q9Y4K4 Q10570
Q68DK7 P45954
Q03705 O94826
Q9Y676 P15991
O15315 Q9NZ01
O95619 Q9UBF2
O75533 Q14315
P54733 Q9BZQ6
O43521 Q92730
Q8WYA6 Q9H2X8
P09671 O14818
Q12824 P05166
Q01196 Q13042
Q13405 P32182
P49710 Q09666
Q96ST2 Q8N6H7
P05064 P62806
Q9NPJ6 O14974
P80316 Q96PN7
Q5T653 P25786
P24386 Q99880
Q92835 P19139
Q8N2M8 P14923
O14734 Q9HAJ7
Q15788 Q9H0F6
Q9CQV8 O43290
A6NDB9 Q9Y5Y0
Q9UPY6 P50549
Q5T7N3 P04554
P51571 O95248
P55795 P09217
Q99683 Q96N77
O43439 P05622
Q9BQ15 Q99996
P41350 Q62296
Q9H6Q3 Q5SY16
Q9NXW2 P23297
Q8N4T8 P61962
O95168 Q99967
P55084 Q9BXW9
Q13085 Q9BZE4
Q9HB07 P40925
P23771 O95661
Q05209 O95674
Q14999 P20226
Q9Y399 O14556
Q15365 P82921
Q9BQA5 P20339
Q08945 Q9NVH6
Q14697 Q9UKL3
O43395 P09936
P50416 O95232
Q9BYC9 Q9BQ15
P63267 Q9NW13
Q96JC9 P12074
Q8IZH2 P36542
P46527 Q9NZJ6
P51790 Q7Z3B3
O60641 Q62383
P21333 Q00059
Q8N983 P35869
Q8IYF1 Q16548
Q61411 Q9BRQ0
Q9H1E3 Q14444
Q9QWI6 Q9Y2R4
Q9NVH6 Q09028
Q9GZZ1 Q16740
Q96II8 Q14697
Q9BUQ8 P00180
P16949 P37275
Q96DV4 Q00597
P41350 Q9DBR7
P09958 P62259
Q96T88 P11021
Q9Z1S8 Q9C005
O60568 Q08211
P49448 Q00987
P25705 Q96JC9
Q9H0C5 P30837
Q9BRK4 Q71F56
P49448 O60285
Q64378 Q32P28
P62273 P06400
P27449 Q8NHU6
Q8WVB6 Q3BBV2
Q16795 Q9UMS4
Q9ERS2 Q69YQ0
Q9H5J8 Q9BQE3
Q9BV35 Q9Y3Q8
O75323 P78527
Q96SI9 P09038
Q14202 Q63HN8
Q12852 Q16795
Q3TN34 O95994
P49790 O88566
Q9BXH1 Q9EP53
Q32P28 P20794
P37275 Q07866
Q8WUM0 O75964
P21673 P45880
Q16740 P30282
Q8N983 Q9UKM9
P70336 Q9Y6N5
Q14191 Q8IWJ2
P25325 Q9UHB7
Q96PN7 Q6DUB7
Q13586 Q8WXF8
Q9BZD4 Q9HCK5
Q9ES52 Q7KRW1
Q92730 Q99801
Q01279 Q96GC5
P16220 Q8NC96
Q8IYU2 Q15022
Q12824 P82914
Q9NNW5 P49452
P82930 Q12905
P54725 P40925
P14866 Q96DV4
Q15120 P13631
P18085 O75570
Q9NZJ5 O75400
O60264 P15954
Q13094 Q9Y3B4
P16522 P15311
P21397 P18846
P17655 Q14684
P10606 Q9JHG7
Q9R1E0 P40939
Q8NCN5 Q9BX63
Q96G01 Q2M1K9
P30051 O00198
Q9Y2Q3 Q9BXW9
P98172 Q99784
P50570 Q13573
Q9NVH6 P36507
Q9H9B1 Q02952
P50416 Q04721
Q9CQV8 Q8TDN6
Q9BRQ0 Q96B67
P50416 Q9UKK3
Q99496 Q99LB2
Q8IYD8 Q8IWT3
Q9QUI0 O15084
P32121 P82921
P16234 Q93008
P78318 Q9UIJ7
Q9H4L4 Q9HCC0
Q8TCG1 P17275
P14136 Q5SSJ5
Q9C005 Q16540
P25791 P17174
P19419 P0C869
Q04721 Q92843
Q969G3 Q5T280
P20339 Q9BSM1
Q9Y250 O00470
O75367 P51572
O94826 P20393
Q96IX5 P35606
P12074 Q99708
P10632 Q13950
Q9BUJ2 P27144
Q14554 Q2TAY7
Q6P587 O75643
Q8N8A6 Q16584
P35220 Q9NZJ6
Q9HC98 P25705
P40424 P51553
Q96HS1 Q9NSD9
Q9P2E9 P42684
Q9P2E9 Q61188
Q9BYT3 Q00325
P27695 Q96JF0
Q8NDN9 P07384
Q92841 O60568
Q9Y248 Q9UHD2
O60783 Q96DN6
P14868 Q9Y4K0
Q10570 P19438
Q9UGK3 O75526
P11915 Q99523
Q8WVB6 Q2NL98
P24610 O75323
Q13595 Q62796
P36406 Q16698
Q9BX70 P32914
P35637 P30038
P11310 Q6P0Q8
P40939 Q92615
Q15672 P97260
Q13885 Q16698
Q9UJV9 P62328
P17182 O14734
P19438 P24863
P11940 P50454
Q9UQ13 Q9H9J2
Q9NZM3 Q16740
P09038 P07384
Q9H8H3 P41222
P55199 Q07812
P0C869 Q9UBC2
P83111 P36132
P78346 P53675
P98175 Q9Y2T1
P05089 P51965
P09217 O60814
O75127 P41738
P25705 Q49A26
Q9Y3E5 P45983
P35232 Q14160
P68366 Q13243
P23760 Q8NBJ4
P62805 Q16718
Q6UUV9 Q9Y375
Q93096 P81877
P14868 Q49A26
P01009 Q02085
Q9EQM6 Q8N983
P50148 P49754
P33897 Q9BWC9
Q8CFI2 Q9JM54
P38646 Q03017
P45954 Q9H7L9
Q9H0U4 P61619
Q9UDW1 P08775
Q9Y375 Q62073
Q64378 Q9BYD1
Q9DBR7 O75081
O75127 O88898
P49817 Q8WYK2
P57053 Q9QXS1
O95863 O00198
P30876 O60568
P35609 P06576
O75182 Q96DU9
Q15014 Q9NQ50
Q13424 P30038
P35659 Q9BZE1
Q13823 Q99643
Q61337 P52739
Q5K651 Q86U86
Q8IZH2 Q62296
Q9Y375 Q9H0S4
Q9H160 Q9UL18
Q8N2W9 P18054
Q9HB96 Q9NNW5
P50454 P62266
O95674 P11473
P31040 Q0ZGT2
P02549 O60907
Q12852 P35232
Q9BX70 P08684
P56546 Q6ZWX6
Q7L2E3 P48431
Q13191 Q86V48
P31040 Q9H9D4
O15151 P09671
Q9ULT0 Q9UBB5
Q80TQ2 Q8TF01
Q62862 Q5SSJ5
P22087 P06576
O95166 P78346
P97260 P05412
P05198 Q8CGN4
P41739 O15371
Q93074 Q92552
Q16540 Q0ZGT2
P50402 Q9UBF2
O75533 P04114
P16234 P37840
O88811 Q9P2K3
Q9H6R4 P50552
Q9ULI4 Q86TI0
P32020 Q01196
Q91VR8 Q01081
Q96T37 O00429
Q8TF42 Q5JTZ9
Q9NY65 Q9BRT2
P27348 O15405
P56539 Q01780
P01584 Q96HA1
Q9Y5X1 P46531
P35831 P41350
Q00765 Q68DK7
Q16643 Q9HCS4
Q29554 Q8WU20
Q62862 P62631
P11309 Q16540
P59941 P51114
Q8K3K8 Q8IWV8
Q16584 P28347
Q99880 Q9H9J2
Q9NZJ4 Q5SSJ5
P04844 O89090
Q92598 Q9BZQ6
Q9Y241 P17987
P35251 Q8WUM4
P14927 Q15172
Q9BYD6 Q95RA8
P83111 Q14839
P62879 P20265
Q07352 Q96I59
P23615 P17948
O14920 Q9P015
Q9Y466 P35998
Q9BUQ8 P03928
Q8BWG8 Q9UGM6
Q6P0Q8 P62807
Q9NUB1 Q9Y678
O75794 Q9Y657
Q9NQ55 O14976
Q8R516 Q16822
P06240 P14724
Q16385 P00181
Q9Y676 Q9C086
Q9BYD1 P10721
Q7L0Q8 P11182
Q06587 Q9UHB6
O75113 Q9H4M9
P70338 Q13347
P61586 Q5H9F3
Q9UIJ7 Q16629
Q8IWT3 O60508
P25106 P17480
Q07020 Q53GS9
Q13424 P35232
O95273 P03928
Q14999 P37058
Q5T8A7 P32020
Q99798 Q86UE4
P54274 P49411
Q62796 P98194
Q9UQ16 Q13724
P46199 O00273
P11182 Q9BT78
O75376 Q9NVI7
P53814 A8CG34
Q8IVM0 Q15233
Q96EY7 Q96KM6
Q12983 Q13042
P40692 Q96CV9
Q9UBJ2 Q8WXF0
Q92794 O75147
Q80V24 Q62796
O60285 O14653
Q99547 P82921
P63322 O00541
Q8N114 P13693
Q80V24 Q91XD4
Q15131 P17844
Q9UKF6 O94832
P62942 Q9BZJ0
P15927 P45880
Q9BV35 Q13425
P49207 O45406
Q9Y232 Q8NCN5
Q02978 Q8IZC7
Q9BT25 Q9NXW2
P27782 Q6DUB7
P12236 P39689
P54886 Q05193
P19438 P04899
Q8N726 Q14204
P84243 P14136
Q9Y5X1 P23511
O60942 P22528
P27824 P82921
P62879 Q9Y3B4
Q9Y5Q8 Q92974
P0C0S5 P49006
Q9Y375 Q86TP1
Q9BWJ5 P20936
O00483 P56546
Q9BYT3 Q9Y618
Q9NQZ2 Q16540
O15164 P51572
P10415 Q8WU20
Q8NBB4 Q8CIQ7
Q14999 Q9Y676
P20336 Q96AG4
Q8IXB1 Q9NSE4
Q9WUA5 Q00059
P55084 Q00597
Q9UHN1 Q9NYL9
Q9Y2D8 Q15800
O60814 Q6ZVX7
Q9HCM4 O75110
O00567 Q9HAV7
Q13309 Q9NVH6
Q9H0R6 Q6ZVX7
P61371 Q86SZ2
Q86U86 Q03154
O75648 Q9UKM9
P82675 Q9NVR2
Q9BT78 Q00059
Q9BYV2 Q16762
P49452 Q99683
Q7L5Y6 Q9BZR8
P22681 Q9NVC6
Q86SZ2 Q15697
Q32P28 P68032
P42684 O60244
Q8WW33 P51398
O60885 Q6PHN9
O60674 Q8IXB1
O75643 O43491
P28698 Q9GZM8
P11387 P15954
Q9H0A0 P46934
Q9H0K1 O15084
Q15800 Q6DN90
P05141 Q2NL98
Q7L576 P08651
Q8WXE9 P31943
P37108 P21359
Q9NRZ9 Q8WUM4
O94826 Q5F1R6
P31314 P09958
P36888 Q9BX66
P33176 Q9Y676
Q06265 Q9NZJ5
O35618 Q05193
Q9UBQ0 P51432
Q9JKK8 Q7L0Q8
P23708 Q61411
P49006 Q9Y2D9
Q96II8 Q9NSE4
P01009 Q9NVI7
Q2NL82 P10721
Q62862 P19447
Q96G03 O94826
Q12948 P11233
Q9Y3D9 P15991
P55809 P21673
P10109 Q08209
Q9BRT2 Q9NQB0
Q66HL2 P03928
P25208 O00273
Q9NX20 Q13438
Q9NPJ6 Q16740
Q00325 Q16548
O60832 Q9Y2Q3
O43491 Q8CDM1
P16234 Q92616
P98170 Q16611
P18846 Q15691
Q9NSD9 Q00059
Q05516 P29466
O00425 O75306
Q8TCU6 P07910
Q9Y3B4 Q8WXE9
Q9JKK8 Q62796
P54099 O95361
Q92784 P82933
P00533 O00411
P62631 P48736
Q9UMS0 Q93074
Q92615 Q8WXF8
Q14999 Q99848
P07437 Q14526
P48553 P06132
P41240 Q15393
P38646 Q96CW1
Q8WYQ5 O00139
Q9EPW9 Q9H0R6
O15226 Q96C92
Q09161 Q92685
P62081 P08559
P51116 Q9NV92
P04843 O75116
Q9NZJ4 P23760
Q9UBC2 Q9BR61
Q96DU9 P30051
P35659 O75369
P24864 P42684
P05554 P22307
Q9HCC0 Q13573
Q08378 P58876
Q9NQS7 Q92506
Q00325 O15234
Q9H6Q3 Q9NRL2
P61244 Q9Y4F4
Q9P225 O95232
Q9HA77 Q15672
Q96HA1 Q9NZB2
P40424 Q24564
Q07065 O00566
Q3TN34 P82932
Q01094 Q0JRZ9
Q9HAU5 Q9UGM6
P18576 Q9H1R3
Q8NE71 Q9BRV3
O75439 Q9UM47
P41240 O75643
Q13323 Q8IYD8
P12830 P27797
Q9H0F6 Q8IYB3
Q07065 Q9BVJ6
Q9P2R6 P51648
Q91VR8 O96019
P15289 Q6P9F0
Q15652 Q9GZM8
P58317 Q6IAA8
Q99963 Q9NRR4
Q9ULW0 P01009
Q15910 Q8TCU6
Q99607 Q13094
Q62915 O15503
Q9UGM6 P25911
P49458 P26368
Q15648 Q9UKT5
Q9BRK4 Q16540
Q14669 Q92572
Q7KRW1 O75122
P53816 Q961D9
Q53G59 Q86W42
Q9BYC9 Q9Y3M2
Q15788 Q96B67
Q9H9D4 P35241
O14976 Q9Y5Q8
Q7ZYF2 Q9UBS4
Q9UBC3 P68368
Q9Y3D9 Q9BZF9
Q12851 Q61501
O08696 O76031
A6NDB9 P17480
P83111 Q7KZI7
Q8TE76 Q13084
Q9NPI1 Q9UJY5
Q14152 Q7Z3B3
Q9QUI0 P21359
P15927 O95994
P42684 Q15532
P05412 A7E2F4
P04114 Q15800
Q08495 P27694
Q5BKZ1 P36542
P22681 P48552
P68404 P51571
Q5VV67 Q96P47
P14373 P49710
P25106 Q9UHN1
P09629 O55033
Q96IX5 P53068
Q13620 Q8BH43
P26599 Q6ZWX6
O60508 Q93096
P33176 Q61412
Q8WU20 Q8NBJ5
Q9Y2Q3 P49817
Q9Y2X9 Q92947
P35638 Q9BZE1
P61981 P55199
Q13114 O00470
P17182 Q99959
Q9UBJ2 Q15717
Q9UK45 Q5T1J5
P51991 P40227
O60783 Q13425
P63244 Q00059
Q9H0R6 P23297
Q00325 O60674
Q99832 Q9UGM6
Q9UJS0 P48059
P21291 Q5T7N3
P08621 Q13085
Q9BQ69 Q92734
Q6PCM1 Q9NRY6
Q9BV35 P35222
P05549 Q9UBQ0
Q5T215 P30285
P53999 Q13162
Q07864 Q96DV4
Q9UNH7 P00181
Q9H9L3 P62241
O75390 Q6UX04
Q92685 Q8IW19
Q9P2E9 P21127
Q9Y3E5 O95232
Q9Y6Q9 P50416
P18085 O60942
Q4G0J3 P17182
Q9NVI7 Q9NXW2
Q9Y2R5 P49815
Q96KW9 P26368
P35251 Q91VR8
O75964 P13639
Q8WW33 P05627
P03928 Q9BSJ2
P13631 Q8CHZ9
P00181 Q9BQA1
P30038 P28028
O15355 O43719
Q96I51 Q9BWJ5
O94929 Q9NPI8
P10636 Q96QR8
Q15583 P28331
P35235 Q9NQ50
Q9UMS0 Q6PJG2
Q9Y4F4 Q14684
Q96HI0 Q9UJY5
Q8NBB4 Q9JHG7
Q8N2W9 Q96DU9
Q06830 Q12161
Q12161 P35372
P49715 Q92598
P19338 P56539
Q8K3K8 P16403
P42226 Q9NUB1
O76031 P35269
Q9UJV9 P27144
P81877 Q9BZE1
Q9UBS4 Q60855
P00181 O15357
D3ZMK9 P06576
O88398 O95619
Q96CW1 Q9NY61
Q8N344 P35125
P22087 P27797
Q9UHV7 Q16829
Q9NZ01 P82094
B2RTY4 O00268
Q15788 P61619
P14618 Q99784
Q16654 P83881
P43268 P55884
O00401 Q9NQ50
P51571 P05109
Q969T7 P22830
P09629 P01009
Q9NUB1 P39688
P16220 Q9Y262
O95232 Q8N4T8
P26639 P01108
Q9UKX3 P30876
P31040 Q6P1J9
P31274 P82930
Q96SY0 P82932
P14866 Q96EY7
Q9UJY5 Q99593
Q12789 Q9UHD2
Q13601 P51571
P68431 Q15382
P55795 P18054
Q14149 O75746
P62241 P82914
O14733 P08559
P61225 Q99643
Q12107 O00483
Q13418 Q9GZS1
P82094 P03886
Q7Z6Z7 P16234
Q08378 P12074
O43684 P56134
Q15075 Q9BZK7
O75925 P20029
Q6UWZ7 P51553
Q8CGN4 P18085
Q9JJV8 Q9CQV8
Q9BZQ6 O00541
Q9UKX3 Q709F0
Q13523 P61225
P04114 P05166
P05064 Q969G3
Q9DBG9 Q9P015
P62269 O14734
P24610 Q8WXE9
P56546 Q9BYC9
P50454 Q14103
P37058 Q9BTT6
P09671 P20336
Q71U36 P41895
P53680 Q9NPI1
Q16762 Q9GZS3
O75439 Q9UKL0
P08518 P22682
P54278 Q9P035
P62701 P10505
O43143 O55043
P00966 Q8TDI0
Q96DV4 Q07352
Q9HAV7 P27577
Q96I24 Q9UKX3
Q96M96 Q71F56
P40925 Q9UDR5
P68433 Q99784
Q9BRV3 Q13620
Q53G59 Q9UHR5
Q9UQC2 O14777
Q8IZC7 P07947
Q7KRW1 Q99N57
Q9UK58 Q6KAR6
Q01147 O43837
Q13287 O95674
Q8IXB1 Q00944
O15503 Q9NZC7
Q9P0W8 O75448
Q13724 P46013
Q02880 Q13438
O76041 P28347
A7E2F4 Q9BZE4
Q4G0J3 P04233
O94776 Q63HN8
Q96BD6 Q92481
Q15154 P46531
Q2NL82 Q96G01
Q9BT30 Q21952
Q13424 Q9H307
Q8TCJ2 O43524
Q00765 P62140
Q9HC52 P35125
Q16822 O14976
Q9Z1J1 Q9QXS1
Q13239 P08559
Q13459 Q9UJV9
Q9BT40 O00470
O60244 P62854
Q9BUJ2 O14727
P41250 Q9BZQ6
P41250 Q08683
P43405 A7E2F4
P12883 Q9NXX6
Q60875 P26368
Q9NRR4 O75110
Q9NZJ5 O00178
O15372 A2AGH6
O75323 Q9Y2S7
Q9BV35 Q13424
P12830 O75340
Q9UHR4 O95864
O75643 Q9UHN1
Q96DU9 Q9Y6K0
P51532 Q9BPX5
P29692 Q15131
Q6IAA8 O95994
Q15286 Q14697
Q9Y2J2 O75367
Q05516 P42772
O75569 O15042
P97477 Q9Y294
P30038 P19139
Q96EY7 O60244
Q9VA38 Q14135
Q13347 Q9BUJ2
Q9H4M9 P11103
Q9H147 Q8TBY9
P15407 Q9GZQ8
P36776 Q92730
Q8TAQ2 Q16540
Q05209 P15927
Q9H7B2 P46199
Q155Q3 P18846
P28340 P82930
Q02952 Q9H4Z3
Q9BQ69 Q9BYT3
Q9BZE4 P50990
Q92843 Q8WTS6
Q9NZJ4 O75446
Q9NRR4 Q99LI8
Q9NQL9 P12814
P80314 O15235
Q9Y285 Q13620
Q09028 P07947
Q14814 Q9ES28
Q14318 Q15427
P00181 O95466
Q13423 Q00653
Q86Z02 O43837
Q16822 P98179
Q9UBQ0 P38646
Q92947 Q62120
Q9NR28 P05771
Q92667 P11309
Q86YB7 Q9H299
Q15173 O75110
Q9P0W8 Q86UU0
O75844 O14734
Q8IZ21 O14777
Q8IWT3 P53007
O75127 P36406
Q9P035 Q9ESJ4
Q9BZQ6 Q9HAV7
P09803 Q9UMX1
O60315 Q8IVM0
Q9NV56 Q9Y262
Q6NZY4 Q8CHQ0
P17844 Q8NBM4
P37058 Q96EL3
Q155Q3 Q96I59
Q6PD28 Q8N1G2
O75964 P53396
P24604 Q9P2K3
Q16540 P62879
Q96HI0 P07947
Q96G01 Q38SD2
Q9P225 Q14692
Q92835 Q9P0W2
P17980 P54886
Q709F0 P41743
P46939 Q6UWZ7
P38646 Q9QZK7
P20226 P80314
Q9NRZ9 Q13438
P04843 P54227
Q9UHN1 Q61151
