Q96K21 Q13627
P49711 P01111
Q15120 P05787
Q13185 O95396
Q9Y385 Q9H307
P26687 Q9UJY4
Q86SZ2 P06104
P56962 Q9UK53
P97481 O43164
O88850 Q6PF93
Q64690 Q53ET0
Q9Y2V7 Q9H6E5
Q8TDM6 Q16778
Q15011 Q99257
Q676U5 Q9H6W3
P01009 Q92785
Q7L1W4 Q9P0N5
P14653 Q07812
Q9Y5R6 Q12756
O00461 O95402
Q8NBS9 Q96B01
Q13085 Q64364
Q9Y3Z3 Q13464
Q6PD62 O43633
P61586 P07910
Q96RK0 Q9Y6N7
P70388 Q07866
P50991 P01108
O00203 Q8IWI9
P49662 P15884
Q969G6 Q9UNQ0
P50851 Q13131
P54132 Q99LI8
Q15843 P33176
Q60610 Q8NCD3
Q9UJY4 P46677
Q16795 Q9NS37
P82664 Q8N138
Q9NZU0 Q9NPJ4
O15503 O95402
P63101 Q5SPL2
P63214 Q925J9
P12003 Q9Z1X0
P0C0S8 P00491
O14727 O60563
Q9BSI4 O60337
Q15542 Q6IAA8
P21912 Q68CP9
Q07120 Q9NYJ8
P15941 Q15011
A2RRP1 O60885
Q6PL18 P07437
Q02363 Q8N3Y3
Q9UQ84 P62330
P02281 P70166
P23193 P20340
Q9BUN5 Q92698
Q8N138 Q8IWY9
Q6PL18 Q9NUG6
Q92783 Q9BUR4
Q8C1B1 P35227
O54941 P07830
Q96NA2 P02545
P05141 P49847
O15446 Q08209
P28715 Q9JJY3
O95140 P17987
Q9UPN7 Q9UKL0
P07823 O60341
P50991 P62799
Q9Y6D5 Q9HCM1
Q15120 P50402
Q9BXW4 Q9H845
P19387 Q13424
Q9NQG5 Q8IWA4
P41164 Q99613
Q07812 P61964
O60306 Q9CR95
O60238 Q9NZ09
P18067 Q99801
Q08116 P52756
O95810 Q03519
O43572 O15151
Q5DW34 Q9P1Y5
P09914 P20700
P51693 P46677
P63102 Q9HB96
P01009 Q9UBQ0
Q8IWZ6 P17693
P57081 Q86SQ0
O94953 Q08AE8
O94906 Q5VSL9
Q15907 Q92896
P63172 Q9NUJ1
Q92730 P52434
P28324 Q9BT67
Q14781 P40967
P46099 Q02878
P21554 Q14686
P03966 P70302
Q02750 Q9Z0S6
Q60793 Q6UX06
Q07960 Q8IVH2
Q13503 Q969G6
O95782 O75865
P01108 Q5S007
Q9UN42 Q02878
O00410 Q16740
Q8N365 Q9NRX4
Q6ZQ88 Q61036
Q9UBF8 Q9BSI4
P11940 O76031
P46199 Q99801
Q9BRX5 Q3U7R1
P36888 P07910
P97369 O75448
Q9Y2Z4 P97481
O43474 Q9P1Q0
Q04199 P47712
Q9UPY6 P48436
Q4JR05 O14734
Q99471 O15270
P12694 Q6XZF7
Q9UBU9 P49590
Q92621 Q9H4B7
O43303 Q96JM2
P42684 P31314
Q9H0D6 P63214
Q03468 O95835
P10071 P22830
Q9BRX5 Q9H6D7
P42574 Q92896
Q15005 O95817
Q9BSQ5 O95292
P60468 Q92542
Q8ML92 Q6PGF3
P13984 P28472
Q64364 Q15907
Q86Y82 Q9BSI4
Q9BXC9 Q2VPD4
Q9BRJ2 P63272
Q96CF2 Q03164
P51531 Q14204
Q86WV5 P05109
O95402 Q10567
Q2VPD4 P08559
P41250 O43463
Q496J9 Q9UPS6
Q01664 P46821
Q9Y296 Q8K3Y6
Q14106 O75533
P20340 P35244
Q9Y2V7 O75475
P14653 P15529
Q920B9 Q676U5
Q9H6S1 Q4FZB7
Q96RI1 Q9P2R3
Q9UKV5 Q8K4S1
P21856 O75581
Q9UQ16 Q16533
P21803 Q96DA6
Q12933 P05165
Q8WXF7 P25963
Q9HBL8 Q9NR31
O43684 P30086
Q6NXW6 Q61036
Q86SZ2 Q9BWW4
Q4JIM5 F1MNN4
Q9Y297 Q80WQ6
P06400 Q13813
Q06945 P52732
O75865 P25440
P05091 Q14671
P22087 P16615
Q9BV86 Q96G30
Q99549 Q15388
P12003 Q13156
Q13323 Q9UL03
Q80WQ6 P13747
P19387 Q92608
P49368 Q86UQ8
Q8BK63 P13804
O95999 P25205
Q9H0E2 O60934
Q14191 Q9GZQ8
O43156 Q9P2R6
O00180 P82664
P04229 O00422
Q12874 Q9J3M8
Q9UK99 P55212
Q5JU69 O60244
P21796 Q9Y5R8
P08621 P11532
P19419 Q99996
P05141 Q3KNV8
O15078 O95292
Q9NZD4 O75943
Q3U4G3 Q9NQS7
P15813 Q8N488
Q8VCD5 Q5T4F4
O00330 Q9ULW0
P21675 Q582G4
Q9UNP9 Q95460
P41182 Q93008
P13693 P12004
P27708 P08559
P40344 Q9Y4E5
P61007 P01009
Q86YL7 Q15291
Q15561 P17987
Q3U7R1 P15884
O08734 Q9UKT4
Q96K76 Q8IXJ9
O43541 P00387
Q9UQR0 Q7L7X3
Q16658 Q2NKJ3
Q9UBV2 Q6FI13
D3ZAR1 Q14566
Q7Z7H8 Q9NYV4
P30101 P56192
Q9BSJ8 Q15652
Q9BY43 Q15011
P36046 B2RUR8
P50395 P31040
O75461 Q13418
P68135 P13010
Q9BUR4 P62937
Q13111 Q04323
O43143 Q9Y385
Q9UBT2 Q9NR31
Q9UBW8 Q3U4G3
O75419 P98161
P17947 Q13322
Q86Y82 Q9BRJ2
Q8IUC6 P52435
P24864 Q9UNQ0
O75880 Q02878
Q4JR05 Q9UKV3
P28845 Q99627
Q99LI8 P35244
P60520 P52815
Q9H0X9 P46013
Q16778 Q03142
P58335 P43356
O60337 P42167
P68511 P30260
P48552 Q9Y2B0
O15372 Q8N4Q1
O14503 Q9Y2Q3
Q8NFJ9 P31040
Q95460 Q96CN5
Q9P0N5 P12980
P06239 O55005
Q9UBF8 O15062
P19419 P46108
Q969U6 Q9UBU7
Q15435 Q62073
P41910 Q8TCY5
P54727 Q12931
P21554 P42227
Q4ACU6 O00267
Q64693 P19438
P35998 Q8IXH7
Q16778 P40227
P10515 Q7L523
Q969T9 Q13084
P42574 P35354
O95782 P16220
Q15691 Q8N201
P00558 Q8CII8
O43572 Q99MI6
Q13563 P09012
Q9Y239 Q03519
Q92997 Q9Y3Z3
Q8WUA4 Q6IN36
Q08499 Q96GM5
O15455 O89293
Q4JR05 Q9H497
O75865 Q08752
Q9Y2G1 Q9NZ45
O00743 Q9UQB3
O75943 Q9GZQ8
Q13428 Q9NTG7
P54105 Q9BZE1
Q99684 Q9H0F6
O43924 Q9HC52
Q9H492 P55055
P04925 Q9NVC6
O35696 Q7LBR1
Q03160 P24864
Q13438 P55317
Q96ST8 P40937
P52701 P27348
P41229 Q9H0R6
Q969G9 Q9H6L5
O94888 P04156
P04908 Q86YL7
O15209 Q8C456
Q8R5C8 Q8WXI2
Q7Z434 Q9BTM9
P40238 O14964
A0FGR9 Q9UBU9
Q6XZF7 Q9HCG8
P53350 Q03518
O60238 Q5EBH1
O15269 Q9Y6Q9
Q9H1Y0 P17480
P40337 Q7L1W4
Q9QZ88 Q9BSM1
Q9BPX6 P40087
Q6P9F7 Q86UY6
P52701 O43521
Q920Q2 P84092
Q9ULD0 Q15059
Q08462 Q64690
Q9NXG0 O96017
Q13547 Q96ST8
Q64693 Q5SW79
O15269 O13563
P17693 Q12962
P17693 P46199
P06748 Q9Y2Q3
P04925 Q6NYC1
P30622 Q9BV86
O15117 Q3U4G3
P05783 Q9Y2Q3
Q9UPN7 Q5H9F3
P04229 Q9WYW0
O15397 P16234
Q99NH2 Q13620
O15243 P06104
P97369 Q6ZRS2
P30533 Q5T1C6
P49327 O75460
O95822 Q9UBS4
Q9BUJ2 Q15642
Q8IUC6 Q13190
P24863 Q12933
Q9UPY3 Q64693
P04899 Q920B9
Q99962 P98161
Q9Y6E0 Q6P9F7
P15104 Q7KZ85
P23772 Q8TEP8
Q03135 Q8NE71
P22091 A0FGR8
A0FGR8 Q9NRL2
O15409 Q92608
Q96NY9 Q99558
Q5W0Q7 P11532
Q9ULD0 P63085
Q14247 O00255
P12277 Q04864
Q64693 Q9BV73
Q08209 P12755
Q8TDW0 O43521
Q96DA6 P04198
Q9Y6N9 Q9UQ84
O95613 P22830
P60709 Q9BSJ8
Q9Y5R6 P24643
O75396 Q9NUJ1
O95721 Q8IXM2
P30533 Q13098
P22736 Q8NBS9
Q8WX92 O75323
P22700 P60763
P14174 P84228
Q13472 Q9BVA6
Q15629 Q8WTS6
Q6ZN18 Q9NX02
Q9U299 Q8C1B1
Q70CQ3 Q9EP80
Q7L576 Q9H0D6
Q99700 Q13243
Q13503 P62330
P16104 Q8IWE5
O75460 O75880
P08228 P48553
O14867 Q969G9
P12235 P16092
Q9Y2X3 P61106
Q8VBV4 P01903
P24390 Q06481
Q13561 Q8R3L8
Q8WYQ5 Q99719
P13051 Q14247
Q15118 P05787
O95822 Q03164
Q96RN5 Q64690
P31946 Q9NZ45
Q92608 O15550
Q16795 Q14CX7
P70399 P21146
O15144 Q9JM54
P33778 Q92896
Q8IYB4 O55236
P24468 P54830
Q9UQC2 O43395
Q99684 Q99570
Q5VSY0 Q14185
Q9UKF6 Q9NUG6
Q07960 Q15916
Q01705 Q9NZN5
Q14789 Q02248
P46821 Q02535
Q9UK53 P56962
Q15118 Q08999
Q15276 O00631
O95373 O00461
P09913 Q9H307
Q9H9Q2 P48553
Q9NPP4 P40937
Q8NEZ4 Q9UPN4
Q8IXB1 Q9BT78
Q9BUL8 Q14188
O95822 Q9GZU7
Q8IY57 Q15154
P62917 O15194
Q9CXC9 Q8N3I7
P24385 Q08484
O14657 Q07813
P26678 P14635
Q64693 O43557
P32780 Q9UL18
P43268 Q9BPX6
P21796 P16615
P33176 P22091
Q64690 P28482
O55005 O94906
P23772 O15371
O95396 Q14191
Q9Y2X0 P15559
Q86TM6 Q96KR1
O75496 Q16611
P16403 Q96K76
Q9H0W5 O88700
P22607 Q8IXM2
Q9UHR4 O75081
P21579 O00268
Q9Y5N6 Q8N4Q1
O75943 P14142
Q96NW4 P62807
P48553 Q9NVP2
Q15629 O00203
Q12931 O15243
Q7Z7A3 P41164
Q9BUN5 Q92833
Q15154 Q9NPD8
P35354 Q8K3Y6
Q28147 O15372
O60885 Q9Y5K6
Q96P20 Q92843
Q9BXL7 P32558
Q99807 Q95KV1
O95810 O95365
O76003 Q04726
O43719 O60880
O15269 O00167
P48553 Q9JK66
O88763 Q6TCH7
Q8IUQ4 P26678
Q15382 P46531
P29751 O55005
O60934 Q9NP72
Q05329 P63146
Q86UT6 O14727
Q9Y566 Q03518
P0C0S5 P50851
P01912 Q9Y2R2
O75486 Q9ULV4
P07737 P21675
O75581 P26368
Q96G30 P58546
Q9UPY8 Q12824
Q86WV5 Q03518
Q12983 Q06187
Q9H1H9 P01106
P21912 O88700
Q9P2I0 P22674
Q9NZ52 Q6FI81
Q5JU69 Q9NVH0
Q13426 P22830
P11498 Q92731
O60244 Q86XR7
P22415 P37108
Q8N264 P07305
Q15369 Q9NVI7
Q9NRX4 Q8NHZ8
O75146 Q8N138
P21579 O54941
O94875 P13674
O14908 P18846
O95292 Q8IZH2
Q86UP2 Q15024
Q8IZ21 P06400
P78371 Q9NPD8
P22830 P30999
P23246 P21554
Q96QG7 Q96K62
Q92698 O60880
Q5JTV8 Q9NYJ8
P21856 P15408
P21912 P55854
Q9Z0S6 Q13094
P29067 O15455
P16104 Q07813
P15173 Q9QZ88
Q13084 P54278
P11532 Q91ZW3
Q9NZ45 P31948
P21675 P30305
P11500 Q96RK0
P30429 Q04724
Q92621 P84085
Q9NQG5 Q9Y2J2
Q6NZ36 P09132
Q9Y4G6 Q14683
Q8WXI9 Q9NSD9
O60333 P04908
Q70CQ3 P46677
Q14524 O75478
Q16740 Q8WTS6
Q9H0J4 Q8T045
P36954 O15027
O43521 P62807
P49760 P20339
O95835 P11310
Q27272 Q8NFJ9
P28223 Q9NUV7
P15336 Q6PAL8
Q9Y2R2 Q12824
O00167 Q9UJY4
Q9Y2V7 Q86Y01
Q8ML92 P21675
Q9Y618 Q9CZD3
P20338 P52597
P34080 P16403
Q2VPD4 P24643
Q8N138 P04156
P00558 Q91ZW3
Q9Y6B7 Q8VI24
Q12983 P35354
Q9UPX8 P30307
Q99832 Q9NPD8
Q9H4G4 O60936
O75832 Q03135
A2RRP1 O76031
Q7Z7A1 O95071
P55317 O15269
Q99613 Q9Y5B9
Q14677 O94888
A2AUM9 O00763
Q13190 Q92831
Q7Z7H8 O60674
Q9Z1X0 Q92843
P06454 O75140
Q92621 P27348
P99999 P62491
Q8R3L8 Q13554
P49869 P14625
Q13546 Q13351
P26045 Q96AQ8
Q8NEB9 Q8NFH5
Q13084 P54259
Q9BZE1 Q9Z1W9
Q68DK7 Q9Y2T1
P68036 Q8N1B4
Q9NUX5 Q99LI8
P35227 Q9Y6H5
P06401 A0FGR9
Q9NY74 P62834
O14735 O54864
O15270 P38862
Q9NQG5 Q92934
O00170 P51946
Q495M9 O00268
P08865 Q9UKV5
P23255 P14142
P11310 P55210
O94776 O00743
P17987 Q969W0
O15047 Q8WUM4
P24723 P02281
P38117 Q03164
Q9NVC6 Q03519
P27824 Q61539
P06766 Q9H0U6
P35918 O95461
Q15672 P04601
P60468 Q8R5A0
Q9Y4B4 P68135
P26196 P19438
Q2KHM9 O94888
P02687 Q13190
Q8N3Y1 O95994
Q99459 Q15005
P0C0S8 P60866
O60499 P61086
Q9H944 O43312
Q9NP72 Q8IY57
P40238 Q02763
O94782 Q07813
Q9U299 O88763
P12980 Q53EZ4
Q14789 Q06547
P35609 O00267
P19387 Q14671
Q9UIV1 Q91X58
P52597 P16298
Q13404 P43405
Q3SYG4 Q9C005
O55005 P13747
Q96SB8 Q8NFW9
Q8CFN5 Q8NFR3
P06241 P46199
Q15637 Q5VSY0
Q3U7R1 P25786
Q9JK11 P04925
P45381 Q96AQ8
Q8NFR3 Q9BQS8
P46061 Q9ULD0
Q99963 Q58WW2
Q9NR28 Q9UHD2
P69682 P24643
Q9WU42 Q7L2H7
P15408 Q9NVA2
O75962 Q6PD62
Q5SPW0 Q9Y4E8
Q9UK99 P15104
O95613 Q9UPW6
P53297 P49817
O60784 Q6PD62
Q96ST3 Q99NB1
P10415 Q8IYB4
P15829 Q15059
Q8NEB9 P36954
P10515 B2RUR8
O75943 P63098
O43505 P23025
Q4JR05 P33176
Q496J9 P49716
O43491 O14776
P06454 P56817
Q8IWI9 O43505
Q15599 P98171
Q13432 O75529
O96000 P37231
Q9H6W3 P35354
P25977 Q969U6
Q96GN5 P08571
Q9NX18 Q96CF2
Q925J9 Q8NDV7
O75843 Q15554
Q99743 O14807
P11021 P05141
Q9NVR2 Q92542
P14222 P61019
P41910 Q96E22
O94817 Q99081
Q15276 P53539
P04156 P02340
Q9H334 Q13114
Q9H6E5 Q07866
P15813 P09958
Q96E14 Q05193
Q12888 P21953
Q13573 Q9JJY3
O43264 Q96CB9
Q15629 P06748
Q99081 O00180
Q9Y496 O76031
Q03173 O96017
Q9BRJ2 Q6FI13
O60814 Q92743
P97481 Q9H1Y0
Q96ST8 Q8IXM2
Q9NYV4 Q9ULQ0
P46108 Q8NBT2
P49870 O35867
P61956 O43312
P52732 P15884
Q61496 P12755
Q2NKJ3 Q71U36
Q9HC52 Q8IZ21
Q9UQB3 Q969G9
Q9H845 Q9UNE7
A0JLT2 Q9Y6B7
Q03173 P33450
Q7Z4H7 P04488
Q9Y2W6 P70351
O75581 Q9UHV7
Q9Y4D1 P84228
Q9Z2G6 Q9H1D9
P15884 O76031
Q03252 P0CE12
Q13438 O95863
Q495M9 P15873
Q8WVM7 Q14964
Q12879 P17535
Q91ZW3 Q9BSB4
P43403 Q9UBD5
Q8R5B6 Q63755
Q96DA6 Q64690
O94776 Q16760
Q8WUW1 O14777
P62491 P50851
Q9Y2Q3 Q96AQ6
O54967 P08559
P24385 Q9NUV7
P46099 Q7LBR1
P62877 O00631
P05165 Q9NRW3
Q9NVP2 P80188
P51668 P17542
Q9NUJ1 Q8IXM2
O00716 Q15771
O14974 P38117
Q03252 Q7KZI7
Q15428 O75122
Q6P2C8 Q9NY59
O43617 Q9H165
Q9HCE7 O60337
Q9Y6N7 P09661
Q9Y6W5 Q8WXE1
Q9BUL8 Q9Y2B0
Q9P0M6 Q9CQY1
Q60431 Q15435
Q9NZD2 Q15233
P26678 O14777
P78527 Q96DA6
Q99755 P19438
Q96QF0 Q8T045
Q15691 Q9P0L0
O95166 Q13503
P21549 P54287
P60880 Q03252
P49750 Q93008
Q15678 Q15388
Q86UP2 P32505
Q8TCY5 Q60680
Q9Y2Z4 P14921
Q9Y5B9 Q64010
Q9UJ41 Q9BVJ6
Q5JU69 Q8NHZ8
Q9NV56 O43353
O95639 Q05329
Q91WC1 P20340
Q14498 P52566
O75529 P01116
Q13156 Q92730
Q8IZ21 Q9BVA6
P16615 Q12834
P12504 Q9C005
P52597 Q13554
Q99801 O43504
Q14191 Q86SZ2
P33778 O08734
Q8WUW1 O14497
Q811U4 Q14CX7
Q9C0K0 Q8VDU0
O75436 Q9NRR4
Q9Y262 P19388
P29083 P51149
Q96E14 Q07960
O60942 P55210
P54278 Q9Y262
O08852 O00180
Q14789 Q9H0E9
Q9UPY3 P41778
O00712 P49662
P22303 P51693
Q9BVA6 Q8VI67
Q13618 Q16891
Q9UBU8 P56159
Q9NYJ8 P56545
O43395 O00203
Q9NUV7 P61421
P50851 P40692
Q9UBV2 Q9H4G4
P06702 Q8IUF8
O95931 Q9P1Y5
P10721 P17535
Q13105 P20936
Q05195 Q9ESN6
Q924H2 O08734
O43752 Q9WUD1
O75529 Q9NR80
P36046 O43633
P40692 P41250
O35867 Q92522
Q8IXI2 Q9H9G7
Q12824 P55040
O15269 Q6TCH7
Q8NB16 P43268
Q92925 Q96CV9
Q9ULD0 P20700
Q9QZ88 Q9Y5R6
Q9HBL0 Q13569
Q9BR76 P33450
Q58A45 P19532
Q9Z277 Q8IZH2
Q8IWE5 O00267
Q07864 Q9NSD9
Q99NB1 Q8VDS3
P10809 P07305
Q9H944 P55210
Q05639 Q14671
P10828 Q01813
Q9JJY3 Q9P0U4
O14966 P55317
O43491 O08852
Q6W2J9 Q12955
Q96GM5 Q96QB1
P01108 Q8N122
P21549 P70166
Q99689 O15315
P50990 Q86UT6
O14777 Q9UJY4
P12003 Q16873
P30429 Q02297
P09038 Q5U651
O14867 O95721
Q9C0J9 P18428
Q9H5Q4 P62942
P27540 Q13555
